lead time,average price,special requests,market segment type_Corporate,market segment type_Offline,market segment type_Online
6,95,0,0,1,0
44,75,0,0,1,0
87,114,2,0,0,1
0,80,0,0,1,0
25,129,0,0,0,1
5,107,1,0,0,1
1,108,0,0,1,0
60,75,0,0,1,0
184,89,0,0,0,1
27,151,1,0,0,1
152,90,1,0,0,1
21,93,0,0,0,1
158,89,3,0,0,1
135,162,2,0,0,1
0,84,0,0,1,0
10,176,2,0,0,1
17,95,0,1,0,0
54,65,0,1,0,0
80,63,0,0,0,1
275,91,0,0,0,1
169,77,1,0,1,0
6,84,0,1,0,0
184,90,2,0,0,1
88,112,0,0,1,0
85,85,1,0,1,0
12,80,0,0,0,1
50,51,1,0,0,1
8,78,0,0,0,1
211,100,0,0,1,0
248,106,0,1,0,0
90,96,1,0,0,1
5,67,1,0,0,1
32,73,0,0,1,0
47,99,0,0,0,1
148,71,0,0,0,1
59,71,2,0,0,1
35,73,0,0,0,1
31,81,1,0,1,0
87,58,1,0,0,1
105,150,0,0,0,1
99,89,3,0,0,1
147,90,0,0,0,1
35,83,2,0,0,1
149,137,0,0,0,1
0,158,2,0,0,1
86,87,0,0,1,0
12,111,0,1,0,0
31,152,3,0,0,1
91,90,1,0,0,1
73,100,1,1,0,0
63,116,0,0,1,0
2,140,0,0,0,1
93,81,2,0,0,1
0,97,3,0,0,1
51,139,2,0,0,1
58,152,1,0,0,1
148,136,1,0,0,1
56,130,0,0,0,1
159,70,1,0,1,0
29,90,0,0,1,0
168,85,0,0,1,0
14,86,2,0,0,1
179,90,1,0,0,1
48,126,1,0,0,1
64,140,0,0,0,1
137,103,1,0,0,1
2,81,0,0,1,0
51,75,1,0,1,0
138,137,1,0,0,1
141,123,1,0,0,1
0,129,1,0,0,1
137,146,2,0,0,1
0,139,0,0,0,1
221,73,0,0,1,0
34,80,0,1,0,0
286,117,0,0,1,0
2,0,1,0,0,1
73,112,1,0,0,1
157,133,0,0,1,0
7,165,1,0,0,1
122,85,0,0,1,0
86,105,0,0,1,0
97,80,1,0,0,1
143,100,0,0,1,0
22,105,2,0,0,1
1,88,0,1,0,0
56,103,0,0,0,1
45,79,1,0,0,1
131,94,0,0,1,0
56,60,1,0,1,0
96,118,2,0,0,1
12,86,1,0,0,1
42,134,0,0,0,1
50,114,2,0,0,1
1,0,0,0,0,1
188,130,0,0,1,0
10,87,1,0,0,1
220,128,0,0,1,0
12,111,2,0,0,1
164,100,0,0,1,0
21,85,1,0,1,0
121,90,0,0,1,0
224,65,0,0,1,0
38,0,0,0,0,0
257,101,0,0,1,0
14,177,0,0,0,1
35,68,0,0,1,0
2,0,0,0,0,0
8,104,1,0,0,1
148,105,0,0,0,1
65,113,1,0,0,1
79,76,0,0,0,1
6,80,1,0,0,1
72,85,2,0,0,1
14,95,2,0,0,1
205,85,2,0,0,1
16,105,1,0,0,1
147,76,0,0,0,1
103,115,0,0,1,0
52,48,0,0,1,0
87,118,1,0,0,1
111,107,1,0,0,1
68,88,1,0,0,1
2,85,1,0,0,1
47,125,1,0,0,1
85,90,1,0,0,1
32,111,1,0,0,1
1,176,0,0,1,0
76,120,0,0,1,0
131,105,1,0,0,1
79,96,1,0,0,1
8,127,0,0,0,1
54,107,1,0,0,1
102,80,0,0,1,0
68,71,0,0,1,0
31,71,0,0,0,1
128,103,0,0,0,1
108,127,2,0,0,1
245,75,0,0,1,0
34,108,1,0,0,1
44,113,1,0,0,1
24,89,2,0,0,1
30,126,1,0,0,1
56,168,0,0,0,1
19,81,2,0,0,1
79,75,0,0,1,0
27,108,0,0,1,0
139,72,0,0,1,0
6,97,1,0,0,1
0,79,0,0,0,0
100,100,0,0,1,0
19,90,0,1,0,0
60,60,0,0,1,0
80,136,0,0,1,0
0,129,1,0,0,1
3,0,2,0,0,1
256,115,0,0,1,0
143,0,0,0,0,1
0,63,1,0,0,1
192,95,0,0,1,0
8,89,0,1,0,0
74,87,0,0,1,0
3,115,0,0,1,0
86,100,0,1,0,0
16,90,2,0,0,1
247,115,1,0,1,0
62,48,0,0,0,1
8,92,0,0,0,1
47,105,0,0,0,1
163,161,2,0,0,1
45,75,0,0,1,0
47,98,2,0,1,0
37,105,0,0,1,0
0,79,0,0,0,1
75,105,0,0,1,0
28,108,1,0,0,1
118,110,0,0,1,0
276,95,0,0,1,0
189,108,0,0,0,1
132,137,0,0,0,1
186,80,0,0,1,0
102,109,0,0,1,0
2,111,1,0,0,1
109,77,1,0,0,1
42,88,2,0,0,1
83,75,0,0,1,0
80,100,0,0,1,0
14,90,0,0,0,1
4,87,1,0,0,1
55,139,2,0,0,1
14,160,0,0,0,1
39,88,2,0,0,1
90,105,0,0,0,1
2,109,0,1,0,0
37,95,0,0,1,0
7,106,1,0,0,1
57,90,1,0,1,0
22,62,0,1,0,0
177,100,0,0,1,0
64,119,2,0,0,1
52,100,1,0,0,1
66,99,0,0,0,1
45,104,0,0,0,1
244,85,0,0,0,1
213,106,0,1,0,0
3,86,0,0,0,1
102,109,0,0,1,0
39,101,0,0,1,0
136,116,1,0,0,1
273,87,0,0,1,0
5,166,1,0,0,1
87,100,0,1,0,0
19,154,0,0,0,1
107,79,0,0,1,0
76,63,0,0,1,0
220,85,0,0,0,1
162,105,1,0,0,1
118,110,0,0,1,0
30,104,2,0,0,1
118,85,2,0,0,1
17,65,0,1,0,0
1,133,1,0,0,1
141,85,0,0,0,1
64,140,1,1,0,0
30,140,2,0,0,1
18,137,0,0,0,1
126,80,1,0,1,0
89,121,1,0,0,1
30,85,0,0,0,1
78,105,0,0,0,1
6,65,0,1,0,0
64,85,0,0,1,0
1,60,0,0,1,0
119,139,0,0,0,1
89,63,1,0,0,1
257,101,0,0,1,0
39,101,0,0,1,0
162,158,0,0,0,1
3,75,0,0,1,0
216,78,1,0,0,1
146,94,1,0,0,1
24,79,1,0,0,1
12,177,2,0,0,1
8,79,1,0,0,1
67,72,2,0,0,1
7,65,0,1,0,0
90,112,0,0,1,0
163,100,0,0,1,0
70,100,0,0,1,0
142,148,1,0,1,0
41,116,0,0,0,1
163,110,0,0,1,0
1,110,0,0,0,0
44,75,0,0,1,0
17,88,1,0,0,1
73,71,0,0,0,1
55,79,0,1,0,0
87,150,0,0,0,1
182,117,2,0,0,1
116,89,0,0,0,1
200,76,3,0,0,1
279,110,0,0,1,0
7,71,0,0,1,0
286,90,0,0,1,0
219,108,0,0,1,0
12,58,0,0,1,0
2,65,0,1,0,0
53,60,0,0,1,0
0,65,0,1,0,0
162,86,0,0,0,1
99,130,0,0,0,1
122,151,2,0,0,1
158,99,0,0,0,1
18,80,0,0,1,0
37,95,0,0,1,0
74,93,3,0,0,1
44,75,0,0,1,0
62,143,0,0,0,1
10,65,0,1,0,0
257,101,0,0,1,0
100,86,1,0,0,1
74,90,0,0,1,0
37,74,0,0,0,1
86,73,0,0,0,1
18,47,0,0,1,0
48,104,0,0,1,0
105,75,0,0,1,0
27,115,1,0,0,1
71,131,1,0,0,1
8,86,0,0,1,0
67,105,3,0,0,1
21,115,3,0,0,1
90,109,1,0,0,1
6,87,0,0,1,0
8,154,0,0,0,1
5,0,0,0,0,0
72,72,1,0,0,1
25,62,0,0,0,1
115,141,0,0,0,1
34,103,2,0,0,1
221,73,0,0,1,0
66,149,1,0,0,1
0,88,0,0,0,1
110,84,0,0,0,1
2,147,2,0,0,1
9,90,1,0,1,0
1,95,1,0,0,1
61,56,0,0,1,0
43,0,0,0,0,1
0,73,0,0,0,1
8,130,0,0,1,0
9,81,1,0,0,1
34,80,0,1,0,0
0,150,1,0,0,1
55,104,0,0,1,0
27,101,3,0,0,1
4,66,0,0,1,0
11,90,1,0,0,1
183,103,2,0,0,1
103,80,0,0,1,0
167,119,0,0,0,1
50,75,1,0,1,0
4,103,1,0,0,1
1,91,1,0,0,1
245,75,0,0,1,0
142,99,0,0,0,1
6,100,0,0,0,1
5,65,0,1,0,0
15,70,1,0,1,0
55,78,1,0,0,1
204,100,0,0,1,0
67,79,2,0,0,1
53,124,1,0,0,1
96,94,0,0,1,0
175,115,0,0,0,1
141,137,0,0,0,1
14,79,1,0,0,1
56,120,0,0,1,0
236,90,1,0,0,1
118,110,0,0,1,0
54,112,0,0,0,1
25,77,0,0,0,1
67,57,1,0,0,1
29,66,0,0,1,0
4,111,1,0,1,0
56,177,3,0,0,1
137,146,2,0,0,1
185,81,2,0,0,1
30,73,0,0,0,1
184,122,0,0,0,1
75,76,1,0,0,1
2,42,1,0,0,1
43,152,0,0,0,1
211,100,0,0,1,0
164,100,0,0,1,0
27,91,1,0,0,1
72,108,0,0,1,0
263,72,0,0,1,0
133,86,1,0,0,1
57,117,1,0,0,1
77,132,2,0,0,1
24,124,1,0,0,1
28,109,0,1,0,0
118,133,1,0,0,1
34,145,2,0,0,1
171,106,1,0,0,1
144,118,1,0,0,1
29,74,1,0,0,1
169,106,0,0,1,0
110,96,1,0,0,1
10,93,1,0,0,1
19,130,1,0,0,1
0,124,0,0,0,1
99,80,0,1,0,0
280,110,0,0,1,0
132,153,2,0,0,1
113,78,1,0,0,1
257,101,0,0,1,0
103,94,0,0,1,0
84,72,0,0,1,0
103,116,0,0,0,1
46,80,0,0,1,0
110,94,0,0,1,0
31,117,0,0,0,1
174,70,0,0,1,0
102,101,0,0,1,0
25,57,0,0,1,0
205,125,0,0,1,0
8,126,2,0,0,1
20,101,0,0,0,1
271,85,0,0,1,0
136,107,0,0,0,1
93,159,1,0,0,1
163,115,0,0,1,0
166,114,1,0,0,1
10,110,0,1,0,0
81,79,1,0,0,1
20,119,0,1,0,0
270,62,0,0,1,0
1,179,1,0,0,1
17,102,0,0,0,1
49,73,1,0,0,1
91,90,1,0,0,1
67,61,0,0,1,0
67,135,1,0,0,1
38,118,1,0,0,1
0,120,0,0,0,1
107,144,1,0,1,0
100,91,0,0,0,1
183,85,0,0,0,1
57,75,1,0,1,0
115,77,1,0,0,1
289,67,0,0,1,0
170,119,0,0,0,1
135,85,2,0,0,1
42,113,0,0,0,1
92,78,1,0,0,1
94,60,0,0,1,0
2,102,1,0,0,1
14,62,0,0,1,0
18,65,0,0,1,0
58,110,2,0,0,1
59,168,0,0,0,1
114,119,3,0,0,1
185,79,0,0,0,1
197,82,2,0,1,0
120,89,0,0,0,1
5,105,0,0,0,1
164,93,2,0,0,1
21,59,2,0,0,1
2,99,0,1,0,0
107,130,1,0,1,0
166,110,0,0,1,0
161,130,0,0,1,0
13,140,1,0,0,1
183,110,1,0,1,0
31,83,1,0,0,1
176,0,0,0,0,1
56,123,2,0,0,1
4,149,0,0,0,1
96,118,1,0,0,1
157,75,0,0,0,1
109,94,0,0,0,1
83,162,0,0,0,1
204,90,0,0,1,0
127,90,3,0,0,1
44,152,1,0,0,1
22,75,0,1,0,0
158,121,1,0,0,1
59,126,1,0,0,1
103,106,1,0,0,1
160,70,0,0,1,0
122,107,1,0,1,0
219,76,0,0,1,0
0,148,0,0,0,1
15,86,0,0,1,0
57,101,0,0,1,0
2,102,1,0,1,0
127,80,0,0,1,0
1,79,0,0,0,1
6,135,3,0,0,1
6,71,1,0,1,0
59,60,0,0,1,0
152,134,3,0,0,1
31,89,2,0,0,1
6,105,0,0,0,1
1,152,0,0,0,1
71,142,0,0,1,0
106,68,0,0,0,1
14,85,0,0,0,1
71,168,0,0,0,1
74,109,0,0,1,0
35,109,1,0,0,1
0,138,0,0,0,1
157,92,0,0,1,0
117,105,1,0,0,1
1,135,0,0,1,0
220,128,0,0,1,0
22,149,0,0,0,1
99,81,0,1,0,0
2,130,2,0,0,1
118,80,2,0,0,1
197,137,2,0,0,1
150,76,1,0,0,1
1,90,2,0,0,1
43,75,0,0,1,0
4,87,1,0,0,1
27,141,0,0,0,1
59,101,2,0,0,1
17,100,1,0,0,1
102,80,0,0,1,0
48,104,0,0,1,0
34,152,0,0,0,1
89,72,2,0,0,1
4,151,0,0,0,1
0,95,0,0,0,0
2,141,1,0,0,1
189,72,0,0,1,0
145,36,0,0,1,0
117,105,0,0,0,1
56,82,0,0,1,0
102,82,0,0,1,0
7,124,1,0,0,1
159,70,1,0,1,0
11,157,0,0,1,0
102,109,0,0,1,0
81,161,1,0,0,1
133,118,0,0,0,1
0,109,0,0,1,0
35,71,0,0,0,1
12,92,1,0,1,0
31,96,1,0,0,1
102,80,0,0,1,0
21,129,0,0,0,1
0,111,0,1,0,0
13,113,0,0,1,0
10,120,0,0,0,1
238,55,0,0,1,0
63,117,0,0,0,1
2,94,0,0,0,0
0,0,2,0,0,0
0,98,1,0,0,1
164,100,0,0,1,0
97,140,1,0,0,1
95,102,1,0,0,1
25,91,0,0,0,1
34,126,0,0,0,1
14,178,0,0,0,1
200,90,0,0,1,0
58,99,0,0,0,1
34,85,0,0,1,0
92,76,1,0,0,1
115,72,0,0,1,0
244,85,0,0,0,1
123,93,0,0,0,1
0,107,0,1,0,0
67,79,1,0,0,1
115,75,0,0,1,0
22,140,0,0,1,0
103,61,1,0,1,0
12,79,1,0,0,1
124,114,1,0,0,1
134,133,0,0,0,1
273,109,0,0,1,0
40,94,2,0,0,1
11,90,2,0,0,1
4,140,2,0,0,1
200,76,3,0,0,1
31,142,1,0,0,1
55,104,0,0,1,0
37,105,2,0,0,1
40,81,1,1,0,0
92,90,0,0,1,0
135,90,0,0,1,0
31,69,1,0,0,1
87,75,0,0,1,0
104,110,1,0,0,1
162,76,1,0,0,1
39,109,0,0,1,0
162,70,1,0,1,0
106,95,0,0,0,1
9,97,1,0,0,1
46,112,1,0,0,1
273,95,0,0,1,0
0,140,0,0,0,1
192,95,0,0,1,0
181,120,0,0,1,0
1,71,0,0,0,1
74,101,0,0,1,0
11,140,1,0,0,1
56,88,0,0,0,1
161,95,2,0,0,1
85,140,0,0,0,1
3,0,1,0,0,1
186,111,1,0,0,1
7,66,1,0,0,1
1,97,1,0,0,1
12,0,0,0,0,0
102,119,1,0,0,1
213,130,0,0,1,0
8,85,0,0,1,0
74,124,1,0,0,1
46,60,1,0,1,0
2,106,2,0,0,1
37,105,0,0,1,0
22,85,0,0,1,0
188,130,0,0,1,0
90,63,1,0,0,1
164,126,1,0,0,1
137,107,0,0,0,1
97,76,1,0,0,1
74,75,0,0,1,0
31,94,2,0,0,1
7,75,0,1,0,0
50,94,0,0,0,1
64,148,2,0,0,1
106,88,2,0,0,1
129,114,2,0,0,1
169,106,0,0,1,0
41,70,0,0,1,0
19,90,0,1,0,0
12,80,0,0,0,1
12,63,0,0,0,1
0,124,1,0,0,1
265,115,1,0,1,0
60,63,1,0,0,1
33,119,1,0,0,1
24,87,2,0,0,1
53,119,1,0,0,1
61,93,1,0,0,1
261,161,2,0,0,1
156,151,0,0,0,1
138,102,0,0,1,0
12,72,0,0,1,0
102,109,0,0,1,0
4,88,1,0,0,1
17,89,0,0,0,1
145,65,0,0,1,0
35,85,0,0,1,0
98,95,0,0,1,0
195,82,1,0,1,0
64,162,1,0,0,1
37,100,2,0,0,1
28,96,1,0,0,1
102,110,0,0,0,1
0,95,1,0,0,1
141,90,0,0,1,0
106,86,0,0,0,1
61,55,0,0,0,1
143,100,0,0,1,0
243,95,1,0,0,1
103,93,1,0,0,1
130,140,0,0,0,1
140,70,0,0,1,0
50,96,0,0,0,1
132,162,2,0,0,1
17,85,0,0,1,0
93,90,1,0,0,1
1,87,1,0,0,1
56,75,0,0,1,0
18,79,0,0,0,1
120,93,0,0,1,0
1,0,0,0,0,0
16,170,0,0,1,0
47,105,1,0,0,1
167,94,0,0,0,1
124,114,1,0,0,1
7,127,1,0,0,1
206,133,0,0,0,1
4,128,1,0,0,1
30,94,2,0,0,1
34,103,1,0,0,1
171,99,0,0,0,1
26,127,0,0,0,1
160,107,1,0,0,1
16,106,0,0,0,1
74,80,0,0,1,0
59,116,1,0,0,1
0,107,1,0,0,1
3,128,1,0,0,1
32,81,0,0,0,1
60,123,0,0,0,1
135,94,1,0,0,1
44,91,0,0,0,1
6,87,1,0,0,1
86,96,0,0,1,0
11,90,0,1,0,0
35,99,0,0,1,0
61,68,1,0,1,0
41,171,0,0,1,0
6,0,1,0,0,1
20,116,0,0,1,0
4,121,0,0,0,1
3,112,1,0,1,0
147,89,2,0,1,0
56,120,0,0,1,0
47,118,0,0,0,1
125,114,0,0,0,1
56,140,0,0,0,1
0,106,1,0,0,1
167,96,0,0,0,1
213,130,0,0,1,0
30,134,1,0,0,1
0,73,0,0,0,1
5,146,1,0,0,1
32,136,1,0,0,1
265,115,1,0,1,0
157,92,0,0,1,0
169,106,0,0,1,0
188,130,0,0,1,0
52,120,1,0,0,1
170,103,1,0,0,1
38,80,1,0,1,0
84,90,0,0,0,1
234,106,0,1,0,0
3,139,0,1,0,0
194,114,1,0,0,1
49,93,0,0,0,1
93,119,1,0,0,1
1,79,0,0,0,1
6,95,2,0,0,1
96,76,0,0,0,1
14,109,1,0,0,1
188,130,0,0,1,0
55,75,1,0,1,0
113,132,2,0,0,1
28,89,0,0,0,1
9,84,1,0,0,1
13,88,0,0,0,1
192,140,2,0,0,1
56,93,1,0,0,1
79,129,0,0,0,1
129,132,0,0,0,1
178,106,1,0,1,0
157,114,2,0,0,1
43,123,0,0,0,1
88,80,0,0,1,0
222,85,1,0,0,1
24,97,1,0,0,1
271,101,1,0,1,0
74,75,0,0,1,0
26,75,0,0,1,0
57,90,1,0,1,0
76,72,1,0,0,1
66,94,0,0,0,1
0,83,1,0,0,1
21,107,1,0,0,1
13,85,0,0,0,1
34,75,0,0,1,0
56,82,0,0,1,0
273,109,0,0,1,0
11,174,0,0,1,0
51,132,2,0,0,1
103,94,0,0,1,0
5,94,0,1,0,0
126,114,1,0,0,1
104,123,0,0,0,1
6,129,0,0,0,1
0,79,0,1,0,0
64,149,0,0,0,1
22,85,0,0,1,0
160,113,2,0,0,1
99,65,0,0,1,0
50,85,0,0,0,1
5,0,0,0,0,1
263,110,0,0,1,0
33,62,0,1,0,0
33,126,1,0,0,1
66,168,0,0,0,1
138,90,0,0,0,1
36,131,0,0,0,1
151,72,1,0,1,0
149,80,0,0,1,0
6,81,0,0,0,1
91,90,1,0,0,1
20,128,1,0,0,1
98,90,1,0,0,1
33,113,0,0,0,1
132,79,0,0,1,0
102,109,0,0,1,0
195,90,2,0,0,1
116,76,1,0,0,1
245,75,0,0,1,0
221,65,0,0,1,0
130,139,2,0,0,1
28,89,1,0,0,1
1,60,0,1,0,0
50,98,0,0,1,0
159,70,1,0,1,0
269,70,0,0,1,0
33,84,1,0,0,1
97,109,1,0,0,1
128,123,1,0,0,1
54,126,1,0,0,1
18,73,1,0,0,1
124,94,0,0,1,0
57,146,0,0,0,1
10,160,0,0,0,1
24,58,0,0,1,0
3,95,0,0,1,0
1,0,0,0,0,0
1,139,0,0,0,1
5,95,0,1,0,0
19,105,1,0,0,1
28,75,2,0,1,0
74,88,2,0,0,1
47,139,2,0,0,1
259,90,0,0,1,0
84,87,0,0,0,1
107,135,2,0,0,1
3,146,1,0,0,1
94,85,1,0,0,1
20,113,0,0,0,1
3,138,0,0,1,0
28,85,0,0,1,0
55,92,0,0,1,0
86,65,1,0,1,0
14,73,0,0,1,0
35,140,1,0,0,1
3,116,1,0,0,1
170,114,1,0,0,1
159,70,1,0,1,0
45,93,1,0,0,1
39,101,0,0,1,0
79,72,0,0,0,1
56,79,2,0,0,1
27,85,1,0,1,0
6,58,0,0,1,0
6,93,0,0,0,1
3,137,2,0,0,1
260,95,1,0,0,1
2,98,2,0,0,1
181,120,0,0,1,0
3,100,1,0,0,1
159,143,1,0,0,1
37,76,0,0,1,0
72,116,1,0,0,1
161,82,2,0,0,1
2,159,2,0,0,1
115,76,0,0,1,0
7,97,0,0,0,1
38,89,1,0,0,1
162,62,1,0,1,0
221,73,0,0,1,0
42,106,0,0,1,0
102,109,0,0,1,0
1,98,0,0,0,1
8,59,0,0,0,1
164,100,0,0,0,1
183,112,1,0,1,0
276,61,0,0,1,0
1,135,0,1,0,0
74,107,1,0,0,1
110,120,0,0,1,0
66,125,0,0,0,1
58,81,0,0,0,1
18,89,2,0,0,1
55,104,0,0,1,0
92,70,0,0,1,0
11,0,1,0,0,1
1,65,0,1,0,0
270,80,0,0,1,0
14,65,0,1,0,0
3,118,1,0,0,1
71,120,0,0,1,0
92,90,0,0,0,1
12,86,3,0,0,1
280,100,0,0,1,0
10,141,0,0,0,1
30,126,1,0,0,1
80,149,2,0,0,1
43,106,0,0,0,1
7,18,1,0,0,1
91,110,0,0,1,0
60,65,1,0,1,0
129,114,0,0,0,1
193,160,0,0,0,1
58,80,1,0,0,1
162,115,0,0,1,0
23,110,2,0,0,1
80,119,0,0,0,1
67,117,0,0,0,1
136,90,0,0,0,1
14,100,0,0,1,0
7,174,1,0,0,1
151,91,2,0,0,1
94,80,0,0,1,0
13,126,0,0,0,1
30,140,0,0,1,0
288,66,0,0,0,1
0,84,0,0,1,0
1,145,2,0,0,1
0,116,1,0,0,1
12,89,0,0,0,1
87,68,0,0,1,0
63,116,0,0,1,0
113,114,0,0,0,1
180,70,0,0,1,0
12,75,0,0,0,1
56,120,0,0,1,0
0,109,0,0,1,0
72,78,1,0,0,1
37,95,0,0,1,0
256,115,1,0,1,0
3,175,3,0,0,1
4,81,0,1,0,0
72,76,1,0,0,1
199,106,0,1,0,0
60,72,0,0,1,0
213,92,0,0,0,1
287,90,1,0,0,1
16,95,0,1,0,0
0,88,0,1,0,0
7,138,2,0,0,1
175,82,0,0,1,0
15,89,1,0,0,1
161,60,1,0,0,1
277,80,0,0,1,0
169,137,0,0,0,1
56,135,0,0,0,1
53,114,0,0,0,1
34,76,0,0,1,0
273,95,0,0,1,0
91,75,0,0,1,0
250,95,0,0,1,0
4,139,1,0,0,1
81,65,0,0,1,0
155,103,0,0,0,1
96,108,3,0,0,1
282,76,0,0,1,0
33,59,0,1,0,0
80,86,0,0,1,0
160,70,0,0,1,0
167,72,1,0,1,0
53,88,1,0,0,1
55,168,0,0,0,1
48,97,2,0,0,1
164,116,0,0,0,1
88,96,0,0,1,0
19,65,0,1,0,0
58,124,3,0,0,1
166,110,0,0,1,0
64,140,0,0,0,1
8,170,2,0,0,1
221,73,0,0,1,0
159,94,0,0,0,1
26,100,0,0,0,1
79,79,2,0,0,1
64,153,0,0,0,1
276,61,0,0,1,0
96,99,0,0,0,1
233,90,0,0,1,0
110,68,1,0,0,1
34,66,1,0,1,0
177,99,1,0,0,1
82,149,1,0,0,1
36,115,0,0,0,1
40,130,1,0,0,1
50,146,1,0,0,1
1,120,1,0,0,1
56,79,0,0,0,1
45,129,1,0,0,1
212,86,0,0,0,1
192,121,1,0,0,1
71,153,2,0,0,1
66,92,0,0,0,1
240,140,0,0,0,1
37,105,0,0,1,0
164,100,0,0,1,0
27,120,0,0,1,0
192,95,0,0,1,0
62,116,1,0,0,1
75,140,1,0,0,1
2,90,0,0,1,0
193,120,0,0,1,0
265,115,1,0,1,0
44,78,0,0,0,1
122,94,0,0,0,1
61,140,0,0,0,1
28,130,0,0,1,0
133,126,0,0,0,1
69,120,0,0,1,0
279,110,0,0,1,0
245,75,0,0,1,0
0,74,1,0,0,1
148,105,1,0,0,1
44,75,0,0,1,0
91,58,1,0,0,1
69,90,1,0,1,0
74,101,0,0,1,0
226,70,1,0,1,0
221,80,0,0,1,0
33,64,0,1,0,0
103,137,1,0,0,1
2,69,0,0,1,0
39,87,0,0,1,0
156,89,1,0,0,1
3,124,0,0,0,1
79,149,1,0,0,1
71,120,0,0,1,0
228,102,1,0,0,1
33,105,1,0,1,0
166,110,0,0,1,0
203,65,1,0,0,1
43,85,0,0,1,0
13,6,0,0,0,1
9,71,1,0,0,1
3,0,0,0,0,0
1,95,0,0,0,0
105,110,0,0,1,0
57,54,1,0,0,1
91,136,2,0,0,1
23,142,0,0,0,1
97,121,3,0,0,1
21,85,0,0,0,1
7,124,0,0,0,1
8,81,0,1,0,0
163,73,1,0,0,1
184,98,0,0,0,1
213,130,0,0,1,0
18,123,0,0,0,1
75,123,0,0,0,1
87,72,0,0,1,0
60,49,0,0,1,0
42,74,0,0,0,1
0,131,0,0,0,1
75,126,2,0,0,1
27,167,0,0,0,1
89,85,1,0,1,0
109,102,0,0,1,0
53,77,0,0,1,0
274,99,1,0,0,1
76,78,0,0,0,1
61,63,0,0,1,0
54,66,0,0,1,0
38,152,1,0,0,1
0,103,0,0,0,1
38,59,0,0,1,0
40,81,0,0,0,1
17,133,0,0,0,1
80,93,1,0,0,1
105,110,0,0,1,0
67,102,1,0,0,1
26,95,1,0,0,1
11,75,0,0,0,1
136,93,0,0,0,1
79,85,0,0,0,1
15,154,0,0,0,1
92,100,0,0,1,0
1,105,0,0,0,1
11,111,0,0,0,1
0,120,0,0,0,1
0,65,0,1,0,0
12,95,0,0,0,1
0,45,1,0,1,0
18,68,0,0,1,0
76,131,0,0,0,1
3,109,2,0,0,1
245,75,0,0,1,0
73,85,0,0,1,0
9,65,0,1,0,0
86,100,0,1,0,0
41,83,0,0,1,0
81,65,0,0,1,0
238,80,0,0,1,0
8,130,0,0,1,0
86,85,0,0,0,1
128,130,0,0,0,1
183,110,0,0,1,0
0,106,0,0,0,1
112,116,0,0,1,0
24,105,0,0,1,0
31,108,1,0,0,1
57,112,1,0,0,1
96,94,0,0,1,0
32,152,0,0,0,1
14,80,0,0,1,0
37,152,0,0,0,1
30,88,0,0,0,1
135,55,0,0,0,1
9,79,1,0,0,1
6,97,2,0,0,1
94,131,1,0,0,1
24,95,0,0,1,0
161,130,0,0,0,1
0,85,0,0,0,1
34,78,0,0,0,1
116,75,0,0,1,0
193,65,0,0,1,0
162,70,0,0,1,0
87,74,0,0,0,1
45,126,2,0,0,1
14,120,1,0,0,1
86,82,1,0,0,1
37,105,0,0,1,0
28,94,0,0,0,1
57,85,1,0,0,1
56,94,3,0,0,1
18,74,2,0,0,1
1,145,1,0,0,1
41,74,0,0,0,1
57,60,1,0,0,1
266,80,0,0,1,0
60,74,0,0,0,1
232,66,1,0,0,1
53,80,1,0,0,1
23,0,1,0,0,1
119,81,1,0,0,1
11,135,2,0,0,1
83,74,0,0,0,1
130,96,0,0,1,0
83,105,2,0,0,1
31,130,1,0,0,1
9,141,0,0,0,1
53,116,0,0,0,1
164,100,0,0,1,0
13,96,0,0,1,0
44,110,2,0,0,1
134,94,1,0,0,1
12,72,0,0,1,0
3,93,1,0,0,1
99,81,0,1,0,0
30,135,0,0,0,1
95,127,0,0,0,1
29,87,0,0,1,0
5,109,0,0,0,1
145,94,0,0,1,0
88,109,1,0,0,1
93,115,0,0,1,0
21,139,2,0,0,1
27,100,1,0,0,1
256,90,0,0,1,0
35,109,1,0,0,1
86,105,0,0,1,0
71,79,1,0,0,1
17,79,2,0,0,1
80,89,0,0,0,1
192,94,1,0,0,1
58,153,1,0,0,1
207,90,0,0,0,1
97,168,2,0,0,1
18,146,1,0,0,1
71,120,0,0,1,0
132,105,0,0,0,1
53,89,2,0,0,1
1,108,1,0,0,1
41,118,2,0,1,0
122,85,0,0,1,0
13,89,0,0,0,1
38,120,1,0,0,1
30,126,1,0,0,1
22,105,0,0,0,1
13,116,2,0,0,1
5,99,1,0,0,1
68,107,0,0,1,0
133,94,0,0,0,1
53,122,1,0,0,1
45,108,0,0,0,1
40,78,1,0,0,1
199,94,0,0,0,1
40,83,1,0,0,1
148,67,0,0,1,0
26,177,2,0,0,1
2,114,0,0,0,1
28,88,1,0,0,1
81,75,0,0,1,0
93,96,3,0,0,1
8,92,1,0,0,1
5,80,0,1,0,0
105,75,0,0,1,0
271,101,1,0,1,0
5,80,0,1,0,0
89,137,2,0,0,1
11,95,0,0,1,0
88,68,1,0,0,1
210,86,0,0,1,0
54,0,1,0,0,0
6,68,0,0,0,1
21,105,3,0,0,1
19,82,0,0,0,1
102,101,0,0,1,0
28,75,2,0,1,0
19,48,0,0,1,0
